":START_ID",":END_ID","relation",":TYPE"
"Construction Industry Council","1aa70037b514a74004bab904736171a73d8f311e86e55c52e86fbddf001371db","has_concept","Concept"
"Construction Industry Council","201ca4d5d80d00e7e1856fbab90a0d9b5aaa6cd3e2204c2a07fd2910d3349d16","has_concept","Concept"
"Construction Industry Council","82d3e23d4987aae6241f583992262f081d3d40b84870bee669fb6fa0f5877fe3","has_concept","Concept"
"Construction Industry Council","9af201fb2b5f7fd64a20f36cfa961785c91d1c3a5183ed45040f94cba98c374f","has_concept","Concept"
"Construction Industry Council","c2d22feff411c8a5384cf49604068660e9f1ced702b0fbd2973f6a81b0203409","has_concept","Concept"
"logo","85f86537c600d8bdb79b72fc18ecdb638b9ebb2a2fad8fd37f9efa6c66affa6d","has_concept","Concept"
"logo","ab8575e45fd412ce3ff5fea0debfc05dc4561203e002506c0b605f2cfdaad2c0","has_concept","Concept"
"logo","256ce99775d20b31210ccc8b311d18c720299b7cbc138b79d84ceb4ab82a4256","has_concept","Concept"
"logo","5a629efa09ffdf8af425d93a758e35bcbd63cc062273edae529127bf769935fc","has_concept","Concept"
"logo","017b8c18d08a2bba6ee0d3070cfc32974256e1a4f793f662de01f66cc3eb7abe","has_concept","Concept"
"logo","3b319f8fe5a4b55cbb619d445c76d71fce3c09eb1a15d2f5a945d024d756a4d3","has_concept","Concept"
"copyright","b5eac758dd684ff0bbad54b83b508232dadaa45d20c40c7ce3de0cc7e5726b8f","has_concept","Concept"
"copyright","00ac04aa45ebca8ac0ca3d346b16c79bec24a76966a03d5d4798ea37a96de387","has_concept","Concept"
"copyright","40c6aec26ecb3c3c5067ed33b9dcb513f0ad3f993268ed7ab46b5ffff524bc1c","has_concept","Concept"
"copyright","e6053f8fa9f2c2fa92e98284d32fb73f5fe70d1b5a89dc6daf4330a42367820d","has_concept","Concept"
"green product certification","955b89e05869fa840661b9873783cb3a9c52eecee5aae83876785d81d2ca6ea0","has_concept","Concept"
"green product certification","3c329ff77b0a72a4a4b1663e35ce7a25b2dd5f55a2f78227698d161dace5e265","has_concept","Concept"
"green product certification","4dd2fd72a866d03945de8f03dc9cc193ac370e6b0a4b5d8d490bc0bc695e6dce","has_concept","Concept"
"green product certification","5daf0bc1ad7c5fa08699ba20e639410cfd3335ef7aa1ff527d6bc01fbd4d2148","has_concept","Concept"
"green product certification","fe2884630021532b24e383049d6a72d2adddfa837f1a9518212a9b74773506a1","has_concept","Concept"
"Glazing","d23aede9b8fc4a025ff72431e16aff32c761327adea47a23fb60995520133ffd","has_concept","Concept"
